,Variable,Max,Average,Min
2015-10-01,Gust Wind,25.0,0.19,0.0
2015-10-01,Sea Level Pressure,30.41,30.01,29.29
2015-11-01,Max Temperature,61.0,53.83,41.0
2015-11-01,Avg Temperature,57.87,51.09,37.43
2015-11-01,Min Temperature,55.0,46.43,27.0
2015-11-01,Dew Point,57.0,46.32,19.0
2015-11-01,Precipitation,0.0,0.0,0.0
2015-11-01,Snowdepth,0.0,0.0,0.0
2015-11-01,Wind,26.0,9.69,0.0
2015-11-01,Gust Wind,46.0,4.64,0.0
2015-11-01,Sea Level Pressure,30.35,29.97,29.56
2015-12-01,Max Temperature,59.0,54.37,50.0
2015-12-01,Avg Temperature,56.76,52.15,45.64
2015-12-01,Min Temperature,55.0,48.87,30.0
2015-12-01,Dew Point,54.0,46.36,28.0
2015-12-01,Precipitation,0.0,0.0,0.0
2015-12-01,Snowdepth,0.0,0.0,0.0
2015-12-01,Wind,28.0,10.63,0.0
2015-12-01,Gust Wind,52.0,8.34,0.0
2015-12-01,Sea Level Pressure,30.53,30.04,29.62
2016-01-01,Max Temperature,55.0,47.52,39.0
2016-01-01,Avg Temperature,52.65,43.55,30.03
2016-01-01,Min Temperature,50.0,38.19,21.0
2016-01-01,Dew Point,52.0,38.5,18.0
2016-01-01,Precipitation,0.0,0.0,0.0
2016-01-01,Snowdepth,0.0,0.0,0.0
2016-01-01,Wind,26.0,7.99,0.0
2016-01-01,Gust Wind,44.0,4.56,0.0
2016-01-01,Sea Level Pressure,30.41,29.73,28.85
2016-02-01,Max Temperature,55.0,47.0,39.0
2016-02-01,Avg Temperature,52.84,42.53,36.03
2016-02-01,Min Temperature,50.0,36.14,23.0
2016-02-01,Dew Point,50.0,35.05,21.0
2016-02-01,Precipitation,0.0,0.0,0.0
2016-02-01,Snowdepth,0.0,0.0,0.0
2016-02-01,Wind,31.0,9.46,0.0
2016-02-01,Gust Wind,53.0,4.48,0.0
2016-02-01,Sea Level Pressure,30.56,29.8,28.94
2016-03-01,Max Temperature,57.0,49.55,43.0
2016-03-01,Avg Temperature,50.27,43.97,36.8
2016-03-01,Min Temperature,46.0,36.19,25.0
2016-03-01,Dew Point,50.0,35.02,21.0
2016-03-01,Precipitation,0.0,0.0,0.0
2016-03-01,Snowdepth,0.0,0.0,0.0
2016-03-01,Wind,36.0,8.76,0.0
2016-03-01,Gust Wind,58.0,2.76,0.0
2016-03-01,Sea Level Pressure,30.5,29.92,28.79
2016-04-01,Max Temperature,64.0,53.4,46.0
2016-04-01,Avg Temperature,55.06,47.75,42.47
2016-04-01,Min Temperature,46.0,38.67,27.0
2016-04-01,Dew Point,50.0,37.03,25.0
2016-04-01,Precipitation,0.0,0.0,0.0
2016-04-01,Snowdepth,0.0,0.0,0.0
2016-04-01,Wind,20.0,7.57,0.0
2016-04-01,Gust Wind,36.0,1.16,0.0
2016-04-01,Sea Level Pressure,30.38,29.86,29.38
2016-05-01,Max Temperature,73.0,62.19,54.0
2016-05-01,Avg Temperature,67.68,56.67,49.77
2016-05-01,Min Temperature,57.0,46.68,34.0
2016-05-01,Dew Point,59.0,45.86,32.0
2016-05-01,Precipitation,0.0,0.0,0.0
2016-05-01,Snowdepth,0.0,0.0,0.0
2016-05-01,Wind,21.0,8.06,0.0
2016-05-01,Gust Wind,30.0,0.36,0.0
2016-05-01,Sea Level Pressure,30.35,29.92,29.53
2016-06-01,Max Temperature,73.0,65.1,55.0
2016-06-01,Avg Temperature,67.73,60.36,52.06
2016-06-01,Min Temperature,59.0,53.57,46.0
2016-06-01,Dew Point,63.0,52.76,43.0
2016-06-01,Precipitation,0.0,0.0,0.0
2016-06-01,Snowdepth,0.0,0.0,0.0
2016-06-01,Wind,20.0,7.38,0.0
2016-06-01,Gust Wind,31.0,0.32,0.0
2016-06-01,Sea Level Pressure,30.24,29.92,29.35
2016-07-01,Max Temperature,84.0,69.26,63.0
2016-07-01,Avg Temperature,76.94,63.91,56.54
2016-07-01,Min Temperature,64.0,54.87,45.0
2016-07-01,Dew Point,64.0,53.67,43.0
2016-07-01,Precipitation,0.0,0.0,0.0
2016-07-01,Snowdepth,0.0,0.0,0.0
2016-07-01,Wind,23.0,7.84,0.0
2016-07-01,Gust Wind,33.0,0.36,0.0
2016-07-01,Sea Level Pressure,30.32,30.01,29.71
2016-08-01,Max Temperature,84.0,70.65,63.0
2016-08-01,Avg Temperature,73.47,64.55,57.29
2016-08-01,Min Temperature,63.0,54.58,46.0
2016-08-01,Dew Point,64.0,53.86,41.0
2016-08-01,Precipitation,0.0,0.0,0.0
2016-08-01,Snowdepth,0.0,0.0,0.0
2016-08-01,Wind,25.0,7.67,0.0
2016-08-01,Gust Wind,39.0,1.04,0.0
2016-08-01,Sea Level Pressure,30.32,30.05,29.62
2016-09-01,Max Temperature,79.0,66.83,61.0
2016-09-01,Avg Temperature,69.06,61.51,54.79
2016-09-01,Min Temperature,64.0,53.1,39.0
2016-09-01,Dew Point,66.0,53.87,39.0
2016-09-01,Precipitation,0.0,0.0,0.0
2016-09-01,Snowdepth,0.0,0.0,0.0
2016-09-01,Wind,20.0,6.75,0.0
2016-09-01,Gust Wind,32.0,0.35,0.0
2016-09-01,Sea Level Pressure,30.27,30.0,29.68
2016-10-01,Max Temperature,64.0,57.39,52.0
2016-10-01,Avg Temperature,56.52,51.58,45.52
2016-10-01,Min Temperature,52.0,43.97,34.0
2016-10-01,Dew Point,54.0,44.82,34.0
2016-10-01,Precipitation,0.0,0.0,0.0
2016-10-01,Snowdepth,0.0,0.0,0.0
2016-10-01,Wind,17.0,5.27,0.0
2016-10-01,Gust Wind,30.0,0.52,0.0
2016-10-01,Sea Level Pressure,30.53,30.12,29.62
2016-11-01,Max Temperature,59.0,49.07,41.0
2016-11-01,Avg Temperature,55.86,43.42,31.73
2016-11-01,Min Temperature,52.0,35.73,21.0
2016-11-01,Dew Point,54.0,38.08,21.0
2016-11-01,Precipitation,0.0,0.0,0.0
2016-11-01,Snowdepth,0.0,0.0,0.0
2016-11-01,Wind,23.0,6.17,0.0
2016-11-01,Gust Wind,40.0,1.76,0.0
2016-11-01,Sea Level Pressure,30.56,29.93,28.85
2016-12-01,Max Temperature,55.0,48.33,36.0
2016-12-01,Avg Temperature,52.53,42.96,30.85
2016-12-01,Min Temperature,50.0,34.9,0.0
2016-12-01,Dew Point,52.0,39.8,0.0
2016-12-01,Precipitation,0.0,0.0,0.0
2016-12-01,Snowdepth,0.0,0.0,0.0
2016-12-01,Wind,22.0,3.73,0.0
2016-12-01,Gust Wind,33.0,0.33,0.0
2016-12-01,Sea Level Pressure,30.83,30.27,0.0
2017-01-01,Max Temperature,52.0,44.55,36.0
2017-01-01,Avg Temperature,48.3,38.99,30.74
2017-01-01,Min Temperature,46.0,31.87,21.0
2017-01-01,Dew Point,50.0,34.98,19.0
2017-01-01,Precipitation,0.0,0.0,0.0
2017-01-01,Snowdepth,0.0,0.0,0.0
2017-01-01,Wind,23.0,4.51,0.0
2017-01-01,Gust Wind,46.0,0.8,0.0
2017-01-01,Sea Level Pressure,30.65,30.17,29.32
2017-02-01,Max Temperature,59.0,47.96,36.0
2017-02-01,Avg Temperature,53.88,44.1,33.94
2017-02-01,Min Temperature,50.0,39.36,27.0
2017-02-01,Dew Point,50.0,38.84,25.0
2017-02-01,Precipitation,0.0,0.0,0.0
2017-02-01,Snowdepth,0.0,0.0,0.0
2017-02-01,Wind,32.0,8.19,0.0
2017-02-01,Gust Wind,54.0,2.68,0.0
2017-02-01,Sea Level Pressure,30.41,29.9,29.06
2017-03-01,Max Temperature,63.0,53.84,46.0
2017-03-01,Avg Temperature,57.54,48.91,41.85
2017-03-01,Min Temperature,52.0,42.03,32.0
2017-03-01,Dew Point,50.0,41.22,21.0
2017-03-01,Precipitation,0.0,0.0,0.0
2017-03-01,Snowdepth,0.0,0.0,0.0
2017-03-01,Wind,23.0,8.01,0.0
2017-03-01,Gust Wind,41.0,2.43,0.0
2017-03-01,Sea Level Pressure,30.53,29.93,29.11
2017-04-01,Max Temperature,66.0,56.43,50.0
2017-04-01,Avg Temperature,57.68,49.88,41.83
2017-04-01,Min Temperature,48.0,38.3,28.0
2017-04-01,Dew Point,50.0,38.49,21.0
2017-04-01,Precipitation,0.0,0.0,0.0
2017-04-01,Snowdepth,0.0,0.0,0.0
2017-04-01,Wind,20.0,6.1,0.0
2017-04-01,Gust Wind,38.0,0.28,0.0
2017-04-01,Sea Level Pressure,30.59,30.16,29.38
2017-05-01,Max Temperature,75.0,62.1,52.0
2017-05-01,Avg Temperature,68.8,56.71,48.6
2017-05-01,Min Temperature,55.0,46.0,0.0
2017-05-01,Dew Point,59.0,47.23,0.0
2017-05-01,Precipitation,0.0,0.0,0.0
2017-05-01,Snowdepth,0.0,0.0,0.0
2017-05-01,Wind,20.0,6.86,0.0
2017-05-01,Gust Wind,31.0,0.8,0.0
2017-05-01,Sea Level Pressure,30.29,29.95,0.0
2017-06-01,Max Temperature,84.0,68.7,57.0
2017-06-01,Avg Temperature,74.83,63.11,55.26
2017-06-01,Min Temperature,61.0,53.13,45.0
2017-06-01,Dew Point,63.0,51.68,39.0
2017-06-01,Precipitation,0.0,0.0,0.0
2017-06-01,Snowdepth,0.0,0.0,0.0
2017-06-01,Wind,26.0,7.76,0.0
2017-06-01,Gust Wind,43.0,1.5,0.0
2017-06-01,Sea Level Pressure,30.32,29.9,29.23
2017-07-01,Max Temperature,82.0,69.32,59.0
2017-07-01,Avg Temperature,73.72,63.88,55.03
2017-07-01,Min Temperature,63.0,55.52,48.0
2017-07-01,Dew Point,63.0,52.88,41.0
2017-07-01,Precipitation,0.0,0.0,0.0
2017-07-01,Snowdepth,0.0,0.0,0.0
2017-07-01,Wind,20.0,7.72,0.0
2017-07-01,Gust Wind,33.0,0.45,0.0
2017-07-01,Sea Level Pressure,30.21,29.92,29.62
2017-08-01,Max Temperature,77.0,66.71,57.0
2017-08-01,Avg Temperature,67.32,61.35,54.86
2017-08-01,Min Temperature,61.0,51.0,0.0
2017-08-01,Dew Point,63.0,52.0,0.0
2017-08-01,Precipitation,0.0,0.0,0.0
2017-08-01,Snowdepth,0.0,0.0,0.0
2017-08-01,Wind,24.0,6.7,0.0
2017-08-01,Gust Wind,39.0,0.55,0.0
2017-08-01,Sea Level Pressure,30.24,29.95,0.0
2017-09-01,Max Temperature,68.0,62.3,57.0
2017-09-01,Avg Temperature,62.94,56.91,51.15
2017-09-01,Min Temperature,59.0,48.9,36.0
2017-09-01,Dew Point,63.0,50.13,34.0
2017-09-01,Precipitation,0.0,0.0,0.0
2017-09-01,Snowdepth,0.0,0.0,0.0
2017-09-01,Wind,23.0,6.6,0.0
2017-09-01,Gust Wind,38.0,0.85,0.0
2017-09-01,Sea Level Pressure,30.18,29.9,29.26
2017-10-01,Max Temperature,66.0,59.71,54.0
2017-10-01,Avg Temperature,60.71,54.9,42.18
2017-10-01,Min Temperature,59.0,48.13,30.0
2017-10-01,Dew Point,59.0,48.91,30.0
2017-10-01,Precipitation,0.0,0.0,0.0
2017-10-01,Snowdepth,0.0,0.0,0.0
2017-10-01,Wind,26.0,7.51,0.0
2017-10-01,Gust Wind,47.0,1.48,0.0
2017-10-01,Sea Level Pressure,30.53,30.06,29.44
2017-11-01,Max Temperature,59.0,50.63,39.0
2017-11-01,Avg Temperature,55.79,45.56,35.74
2017-11-01,Min Temperature,55.0,38.47,27.0
2017-11-01,Dew Point,54.0,39.7,21.0
2017-11-01,Precipitation,0.0,0.0,0.0
2017-11-01,Snowdepth,0.0,0.0,0.0
2017-11-01,Wind,26.0,5.82,0.0
2017-11-01,Gust Wind,46.0,1.39,0.0
2017-11-01,Sea Level Pressure,30.38,30.0,29.2
2017-12-01,Max Temperature,55.0,46.2,36.0
2017-12-01,Avg Temperature,52.71,42.04,33.0
2017-12-01,Min Temperature,48.0,36.87,21.0
2017-12-01,Dew Point,54.0,37.38,21.0
2017-12-01,Precipitation,0.0,0.0,0.0
2017-12-01,Snowdepth,0.0,0.0,0.0
2017-12-01,Wind,28.0,6.65,0.0
2017-12-01,Gust Wind,47.0,2.37,0.0
2017-12-01,Sea Level Pressure,30.62,29.93,28.7
2018-01-01,Max Temperature,54.0,47.65,39.0
2018-01-01,Avg Temperature,51.25,43.41,37.71
2018-01-01,Min Temperature,48.0,35.0,0.0
2018-01-01,Dew Point,52.0,38.27,0.0
2018-01-01,Precipitation,0.0,0.0,0.0
2018-01-01,Snowdepth,0.0,0.0,0.0
2018-01-01,Wind,31.0,8.34,0.0
2018-01-01,Gust Wind,53.0,3.89,0.0
2018-01-01,Sea Level Pressure,30.47,29.77,0.0
2018-02-01,Max Temperature,52.0,42.93,30.0
2018-02-01,Avg Temperature,48.94,37.77,25.77
2018-02-01,Min Temperature,45.0,29.96,18.0
2018-02-01,Dew Point,48.0,29.49,7.0
2018-02-01,Precipitation,0.0,0.0,0.0
2018-02-01,Snowdepth,0.0,0.0,0.0
2018-02-01,Wind,21.0,7.83,0.0
2018-02-01,Gust Wind,39.0,2.44,0.0
2018-02-01,Sea Level Pressure,30.38,30.0,29.35
2018-03-01,Max Temperature,55.0,46.9,27.0
2018-03-01,Avg Temperature,49.47,42.24,25.14
2018-03-01,Min Temperature,46.0,36.06,23.0
2018-03-01,Dew Point,50.0,36.06,18.0
2018-03-01,Precipitation,0.0,0.0,0.0
2018-03-01,Snowdepth,0.0,0.0,0.0
2018-03-01,Wind,21.0,7.43,0.0
2018-03-01,Gust Wind,37.0,2.4,0.0
2018-03-01,Sea Level Pressure,30.5,29.53,29.0
2018-04-01,Max Temperature,75.0,55.73,46.0
2018-04-01,Avg Temperature,65.32,51.13,41.94
2018-04-01,Min Temperature,52.0,43.43,0.0
2018-04-01,Dew Point,55.0,43.86,0.0
2018-04-01,Precipitation,0.0,0.0,0.0
2018-04-01,Snowdepth,0.0,0.0,0.0
2018-04-01,Wind,21.0,7.56,0.0
2018-04-01,Gust Wind,39.0,1.37,0.0
2018-04-01,Sea Level Pressure,30.29,29.77,0.0
2018-05-01,Max Temperature,77.0,65.42,54.0
2018-05-01,Avg Temperature,68.21,58.68,47.85
2018-05-01,Min Temperature,61.0,46.65,32.0
2018-05-01,Dew Point,63.0,47.06,30.0
2018-05-01,Precipitation,0.0,0.0,0.0
2018-05-01,Snowdepth,0.0,0.0,0.0
2018-05-01,Wind,21.0,6.58,0.0
2018-05-01,Gust Wind,37.0,0.83,0.0
2018-05-01,Sea Level Pressure,30.29,30.01,29.56
2018-06-01,Max Temperature,81.0,70.27,61.0
2018-06-01,Avg Temperature,70.36,63.59,56.71
2018-06-01,Min Temperature,59.0,51.03,0.0
2018-06-01,Dew Point,59.0,50.82,0.0
2018-06-01,Precipitation,0.0,0.0,0.0
2018-06-01,Snowdepth,0.0,0.0,0.0
2018-06-01,Wind,20.0,6.83,0.0
2018-06-01,Gust Wind,25.0,0.17,0.0
2018-06-01,Sea Level Pressure,30.41,30.03,0.0
2018-07-01,Max Temperature,84.0,76.19,64.0
2018-07-01,Avg Temperature,77.5,69.42,60.77
2018-07-01,Min Temperature,64.0,55.03,0.0
2018-07-01,Dew Point,63.0,53.84,0.0
2018-07-01,Precipitation,0.0,0.0,0.0
2018-07-01,Snowdepth,0.0,0.0,0.0
2018-07-01,Wind,25.0,6.96,0.0
2018-07-01,Gust Wind,39.0,1.02,0.0
2018-07-01,Sea Level Pressure,30.27,29.95,0.0
2018-08-01,Max Temperature,84.0,70.13,63.0
2018-08-01,Avg Temperature,75.67,64.09,56.62
2018-08-01,Min Temperature,63.0,53.39,39.0
2018-08-01,Dew Point,63.0,53.46,37.0
2018-08-01,Precipitation,0.0,0.0,0.0
2018-08-01,Snowdepth,0.0,0.0,0.0
2018-08-01,Wind,20.0,6.29,0.0
2018-08-01,Gust Wind,23.0,0.1,0.0
2018-08-01,Sea Level Pressure,30.24,30.0,29.62
2018-09-01,Max Temperature,73.0,64.9,54.0
2018-09-01,Avg Temperature,65.46,58.06,49.0
2018-09-01,Min Temperature,63.0,46.83,30.0
2018-09-01,Dew Point,61.0,48.3,30.0
2018-09-01,Precipitation,0.0,0.0,0.0
2018-09-01,Snowdepth,0.0,0.0,0.0
2018-09-01,Wind,28.0,7.56,0.0
2018-09-01,Gust Wind,43.0,1.77,0.0
2018-09-01,Sea Level Pressure,30.65,30.12,29.53
2018-10-01,Max Temperature,72.0,58.19,43.0
2018-10-01,Avg Temperature,66.69,51.89,39.09
2018-10-01,Min Temperature,61.0,42.48,30.0
2018-10-01,Dew Point,59.0,45.23,28.0
2018-10-01,Precipitation,0.0,0.0,0.0
2018-10-01,Snowdepth,0.0,0.0,0.0
2018-10-01,Wind,22.0,6.56,0.0
2018-10-01,Gust Wind,36.0,1.56,0.0
2018-10-01,Sea Level Pressure,30.62,30.03,29.38
2018-11-01,Max Temperature,59.0,51.97,41.0
2018-11-01,Avg Temperature,54.76,47.53,37.06
2018-11-01,Min Temperature,52.0,41.07,25.0
2018-11-01,Dew Point,54.0,42.46,25.0
2018-11-01,Precipitation,0.0,0.0,0.0
2018-11-01,Snowdepth,0.0,0.0,0.0
2018-11-01,Wind,33.0,7.63,0.0
2018-11-01,Gust Wind,54.0,2.9,0.0
2018-11-01,Sea Level Pressure,30.32,29.84,29.26
2018-12-01,Max Temperature,55.0,49.63,37.0
2018-12-01,Avg Temperature,54.85,46.17,35.33
2018-12-01,Min Temperature,54.0,40.73,27.0
2018-12-01,Dew Point,54.0,41.48,23.0
2018-12-01,Precipitation,0.0,0.0,0.0
2018-12-01,Snowdepth,0.0,0.0,0.0
2018-12-01,Wind,24.0,7.44,0.0
2018-12-01,Gust Wind,40.0,2.33,0.0
2018-12-01,Sea Level Pressure,30.59,29.99,29.41
2019-01-01,Max Temperature,52.0,43.97,37.0
2019-01-01,Avg Temperature,49.75,39.72,31.24
2019-01-01,Min Temperature,48.0,33.23,18.0
2019-01-01,Dew Point,48.0,33.73,18.0
2019-01-01,Precipitation,0.0,0.0,0.0
2019-01-01,Snowdepth,0.0,0.0,0.0
2019-01-01,Wind,22.0,5.93,0.0
2019-01-01,Gust Wind,39.0,1.52,0.0
2019-01-01,Sea Level Pressure,30.8,30.05,28.94
2019-02-01,Max Temperature,63.0,50.68,36.0
2019-02-01,Avg Temperature,49.15,44.32,33.28
2019-02-01,Min Temperature,46.0,35.11,21.0
2019-02-01,Dew Point,48.0,38.84,19.0
2019-02-01,Precipitation,0.0,0.0,0.0
2019-02-01,Snowdepth,0.0,0.0,0.0
2019-02-01,Wind,29.0,6.83,0.0
2019-02-01,Gust Wind,51.0,1.7,0.0
2019-02-01,Sea Level Pressure,30.56,30.1,28.97
2019-03-01,Max Temperature,63.0,53.19,48.0
2019-03-01,Avg Temperature,53.71,47.92,42.23
2019-03-01,Min Temperature,50.0,40.0,28.0
2019-03-01,Dew Point,50.0,39.58,25.0
2019-03-01,Precipitation,0.0,0.0,0.0
2019-03-01,Snowdepth,0.0,0.0,0.0
2019-03-01,Wind,36.0,10.09,0.0
2019-03-01,Gust Wind,53.0,6.49,0.0
2019-03-01,Sea Level Pressure,30.59,30.01,29.09
2019-04-01,Max Temperature,73.0,56.87,45.0
2019-04-01,Avg Temperature,62.71,50.41,37.94
2019-04-01,Min Temperature,48.0,39.53,28.0
2019-04-01,Dew Point,50.0,38.74,27.0
2019-04-01,Precipitation,0.0,0.0,0.0
2019-04-01,Snowdepth,0.0,0.0,0.0
2019-04-01,Wind,25.0,6.71,0.0
2019-04-01,Gust Wind,48.0,1.89,0.0
2019-04-01,Sea Level Pressure,30.41,29.9,29.23
2019-05-01,Max Temperature,70.0,60.84,52.0
2019-05-01,Avg Temperature,63.09,55.11,46.06
2019-05-01,Min Temperature,55.0,44.0,34.0
2019-05-01,Dew Point,55.0,42.07,27.0
2019-05-01,Precipitation,0.0,0.0,0.0
2019-05-01,Snowdepth,0.0,0.0,0.0
2019-05-01,Wind,23.0,6.83,0.0
2019-05-01,Gust Wind,39.0,0.67,0.0
2019-05-01,Sea Level Pressure,30.68,30.0,29.23
2019-06-01,Max Temperature,82.0,65.07,54.0
2019-06-01,Avg Temperature,74.71,59.94,51.0
2019-06-01,Min Temperature,59.0,51.8,41.0
2019-06-01,Dew Point,63.0,49.48,37.0
2019-06-01,Precipitation,0.0,0.0,0.0
2019-06-01,Snowdepth,0.0,0.0,0.0
2019-06-01,Wind,22.0,8.26,0.0
2019-06-01,Gust Wind,35.0,0.87,0.0
2019-06-01,Sea Level Pressure,30.32,29.92,29.41
2019-07-01,Max Temperature,86.0,72.16,63.0
2019-07-01,Avg Temperature,77.0,66.0,60.5
2019-07-01,Min Temperature,64.0,54.94,45.0
2019-07-01,Dew Point,64.0,52.36,41.0
2019-07-01,Precipitation,0.0,0.0,0.0
2019-07-01,Snowdepth,0.0,0.0,0.0
2019-07-01,Wind,24.0,7.21,0.0
2019-07-01,Gust Wind,43.0,0.65,0.0
2019-07-01,Sea Level Pressure,30.29,29.97,29.53
2019-08-01,Max Temperature,84.0,71.74,64.0
2019-08-01,Avg Temperature,74.71,65.03,57.94
2019-08-01,Min Temperature,64.0,47.65,-47.0
2019-08-01,Dew Point,64.0,53.9,-72.0
2019-08-01,Precipitation,0.0,0.0,0.0
2019-08-01,Snowdepth,0.0,0.0,0.0
2019-08-01,Wind,28.0,8.96,0.0
2019-08-01,Gust Wind,46.0,1.9,0.0
2019-08-01,Sea Level Pressure,30.32,29.93,29.47
2019-09-01,Max Temperature,79.0,67.47,59.0
2019-09-01,Avg Temperature,67.25,61.45,53.18
2019-09-01,Min Temperature,61.0,45.67,-49.0
2019-09-01,Dew Point,63.0,50.93,-76.0
2019-09-01,Precipitation,0.0,0.0,0.0
2019-09-01,Snowdepth,0.0,0.0,0.0
2019-09-01,Wind,24.0,8.29,0.0
2019-09-01,Gust Wind,37.0,1.17,0.0
2019-09-01,Sea Level Pressure,30.53,30.02,29.32
2019-10-01,Max Temperature,66.0,59.32,52.0
2019-10-01,Avg Temperature,61.03,54.21,44.0
2019-10-01,Min Temperature,57.0,46.9,32.0
2019-10-01,Dew Point,59.0,47.91,30.0
2019-10-01,Precipitation,0.0,0.0,0.0
2019-10-01,Snowdepth,0.0,0.0,0.0
2019-10-01,Wind,26.0,7.72,0.0
2019-10-01,Gust Wind,46.0,1.9,0.0
2019-10-01,Sea Level Pressure,30.27,29.83,29.41
2019-11-01,Max Temperature,61.0,51.13,45.0
2019-11-01,Avg Temperature,58.52,46.81,39.32
2019-11-01,Min Temperature,55.0,40.17,28.0
2019-11-01,Dew Point,57.0,41.96,27.0
2019-11-01,Precipitation,0.0,0.0,0.0
2019-11-01,Snowdepth,0.0,0.0,0.0
2019-11-01,Wind,35.0,6.58,0.0
2019-11-01,Gust Wind,62.0,1.32,0.0
2019-11-01,Sea Level Pressure,30.12,29.52,28.82
2019-12-01,Max Temperature,55.0,50.4,45.0
2019-12-01,Avg Temperature,53.64,46.28,36.45
2019-12-01,Min Temperature,52.0,40.1,28.0
2019-12-01,Dew Point,52.0,41.06,27.0
2019-12-01,Precipitation,0.0,0.0,0.0
2019-12-01,Snowdepth,0.0,0.0,0.0
2019-12-01,Wind,30.0,7.59,0.0
2019-12-01,Gust Wind,52.0,3.53,0.0
2019-12-01,Sea Level Pressure,30.59,29.77,28.58
2020-01-01,Max Temperature,55.0,49.77,45.0
2020-01-01,Avg Temperature,52.58,46.32,36.3
2020-01-01,Min Temperature,50.0,41.84,27.0
2020-01-01,Dew Point,54.0,41.67,27.0
2020-01-01,Precipitation,0.0,0.0,0.0
2020-01-01,Snowdepth,0.0,0.0,0.0
2020-01-01,Wind,38.0,7.76,0.0
2020-01-01,Gust Wind,63.0,3.51,0.0
2020-01-01,Sea Level Pressure,30.94,30.08,29.29
2020-02-01,Max Temperature,59.0,51.83,46.0
2020-02-01,Avg Temperature,54.41,47.4,40.27
2020-02-01,Min Temperature,52.0,41.38,28.0
2020-02-01,Dew Point,54.0,39.85,27.0
2020-02-01,Precipitation,0.0,0.0,0.0
2020-02-01,Snowdepth,0.0,0.0,0.0
2020-02-01,Wind,37.0,12.56,0.0
2020-02-01,Gust Wind,61.0,8.69,0.0
2020-02-01,Sea Level Pressure,30.6,29.82,28.95
2020-03-01,Max Temperature,59.0,52.29,45.0
2020-03-01,Avg Temperature,55.06,48.34,43.12
2020-03-01,Min Temperature,52.0,41.52,30.0
2020-03-01,Dew Point,54.0,37.4,19.0
2020-03-01,Precipitation,0.0,0.0,0.0
2020-03-01,Snowdepth,0.0,0.0,0.0
2020-03-01,Wind,24.0,10.3,0.0
2020-03-01,Gust Wind,40.0,4.49,0.0
2020-03-01,Sea Level Pressure,30.58,29.98,29.04
2020-04-01,Max Temperature,72.0,61.36,50.0
2020-04-01,Avg Temperature,71.43,59.54,49.6
2020-04-01,Min Temperature,70.0,57.32,46.0
2020-04-01,Dew Point,50.0,41.8,28.0
2020-04-01,Precipitation,0.0,0.0,0.0
2020-04-01,Snowdepth,0.0,0.0,0.0
2020-04-01,Wind,22.0,7.78,0.0
2020-04-01,Gust Wind,44.0,2.67,0.0
2020-04-01,Sea Level Pressure,30.34,29.97,29.28
2020-05-01,Max Temperature,75.0,66.29,54.0
2020-05-01,Avg Temperature,73.9,64.4,53.0
2020-05-01,Min Temperature,73.0,62.21,52.0
2020-05-01,Dew Point,54.0,43.38,30.0
2020-05-01,Precipitation,0.0,0.0,0.0
2020-05-01,Snowdepth,0.0,0.0,0.0
2020-05-01,Wind,23.0,9.06,2.0
2020-05-01,Gust Wind,39.0,3.45,0.0
2020-05-01,Sea Level Pressure,30.55,30.15,29.45
2020-06-01,Max Temperature,86.0,68.07,55.0
2020-06-01,Avg Temperature,84.22,65.93,54.86
2020-06-01,Min Temperature,81.0,63.41,54.0
2020-06-01,Dew Point,61.0,50.5,37.0
2020-06-01,Precipitation,0.0,0.0,0.0
2020-06-01,Snowdepth,0.0,0.0,0.0
2020-06-01,Wind,23.0,9.66,0.0
2020-06-01,Gust Wind,36.0,1.91,0.0
2020-06-01,Sea Level Pressure,30.25,29.86,29.4
2020-07-01,Max Temperature,104.0,71.58,64.0
2020-07-01,Avg Temperature,77.85,66.87,63.2
2020-07-01,Min Temperature,70.0,59.87,46.0
2020-07-01,Dew Point,63.0,52.0,41.0
2020-07-01,Precipitation,0.0,0.0,0.0
2020-07-01,Snowdepth,0.0,0.0,0.0
2020-07-01,Wind,23.0,10.0,0.0
2020-07-01,Gust Wind,37.0,0.9,0.0
2020-07-01,Sea Level Pressure,30.31,29.99,29.6
2020-08-01,Max Temperature,91.0,73.1,63.0
2020-08-01,Avg Temperature,84.71,68.52,57.88
2020-08-01,Min Temperature,68.0,60.42,50.0
2020-08-01,Dew Point,68.0,57.23,41.0
2020-08-01,Precipitation,0.0,0.0,0.0
2020-08-01,Snowdepth,0.0,0.0,0.0
2020-08-01,Wind,32.0,8.95,0.0
2020-08-01,Gust Wind,46.0,2.42,0.0
2020-08-01,Sea Level Pressure,30.13,29.85,29.45
2020-09-01,Max Temperature,81.0,68.5,57.0
2020-09-01,Avg Temperature,72.38,62.91,52.8
2020-09-01,Min Temperature,64.0,50.6,5.0
2020-09-01,Dew Point,64.0,51.74,-26.0
2020-09-01,Precipitation,0.0,0.0,0.0
2020-09-01,Snowdepth,0.0,0.0,0.0
2020-09-01,Wind,23.0,7.56,0.0
2020-09-01,Gust Wind,38.0,1.35,0.0
2020-09-01,Sea Level Pressure,30.31,29.98,29.28
2020-10-01,Max Temperature,64.0,58.71,54.0
2020-10-01,Avg Temperature,61.85,55.13,51.0
2020-10-01,Min Temperature,57.0,49.45,37.0
2020-10-01,Dew Point,61.0,49.25,37.0
2020-10-01,Precipitation,0.0,0.0,0.0
2020-10-01,Snowdepth,0.0,0.0,0.0
2020-10-01,Wind,26.0,8.8,0.0
