,Variable,Max,Average,Min
2015-12-01,Min Temperature,48.0,41.87,34.0
2015-12-01,Dew Point,52.0,40.25,12.0
2015-12-01,Precipitation,0.0,0.0,0.0
2015-12-01,Snowdepth,0.0,0.0,0.0
2015-12-01,Wind,20.0,4.37,0.0
2015-12-01,Gust Wind,29.0,0.04,0.0
2015-12-01,Sea Level Pressure,30.52,30.34,30.16
2016-01-01,Max Temperature,63.0,53.32,41.0
2016-01-01,Avg Temperature,59.27,46.88,32.9
2016-01-01,Min Temperature,55.0,39.84,25.0
2016-01-01,Dew Point,57.0,35.79,-2.0
2016-01-01,Precipitation,0.0,0.0,0.0
2016-01-01,Snowdepth,0.0,0.0,0.0
2016-01-01,Wind,30.0,6.03,0.0
2016-01-01,Gust Wind,48.0,1.12,0.0
2016-01-01,Sea Level Pressure,30.49,29.95,29.28
2016-02-01,Max Temperature,66.0,58.21,46.0
2016-02-01,Avg Temperature,62.42,51.96,41.58
2016-02-01,Min Temperature,61.0,44.97,36.0
2016-02-01,Dew Point,57.0,44.3,19.0
2016-02-01,Precipitation,0.0,0.0,0.0
2016-02-01,Snowdepth,0.0,0.0,0.0
2016-02-01,Wind,32.0,7.39,0.0
2016-02-01,Gust Wind,48.0,1.35,0.0
2016-02-01,Sea Level Pressure,30.4,29.9,29.28
2016-03-01,Max Temperature,66.0,58.87,52.0
2016-03-01,Avg Temperature,60.6,52.38,46.48
2016-03-01,Min Temperature,55.0,44.94,36.0
2016-03-01,Dew Point,55.0,40.61,23.0
2016-03-01,Precipitation,0.0,0.0,0.0
2016-03-01,Snowdepth,0.0,0.0,0.0
2016-03-01,Wind,32.0,7.35,0.0
2016-03-01,Gust Wind,52.0,2.13,0.0
2016-03-01,Sea Level Pressure,30.19,29.81,29.1
2016-04-01,Max Temperature,75.0,67.73,52.0
2016-04-01,Avg Temperature,68.79,59.97,46.81
2016-04-01,Min Temperature,66.0,52.37,41.0
2016-04-01,Dew Point,57.0,45.82,25.0
2016-04-01,Precipitation,0.0,0.0,0.0
2016-04-01,Snowdepth,0.0,0.0,0.0
2016-04-01,Wind,25.0,6.41,0.0
2016-04-01,Gust Wind,38.0,0.91,0.0
2016-04-01,Sea Level Pressure,30.22,29.83,29.43
2016-05-01,Max Temperature,84.0,71.68,57.0
2016-05-01,Avg Temperature,73.06,64.68,55.29
2016-05-01,Min Temperature,68.0,56.84,50.0
2016-05-01,Dew Point,64.0,50.51,32.0
2016-05-01,Precipitation,0.0,0.0,0.0
2016-05-01,Snowdepth,0.0,0.0,0.0
2016-05-01,Wind,24.0,7.34,0.0
2016-05-01,Gust Wind,40.0,0.57,0.0
2016-05-01,Sea Level Pressure,30.02,29.82,29.46
2016-06-01,Max Temperature,95.0,81.57,72.0
2016-06-01,Avg Temperature,87.92,74.16,65.48
2016-06-01,Min Temperature,79.0,66.4,55.0
2016-06-01,Dew Point,72.0,59.22,41.0
2016-06-01,Precipitation,0.0,0.0,0.0
2016-06-01,Snowdepth,0.0,0.0,0.0
2016-06-01,Wind,23.0,7.16,0.0
2016-06-01,Gust Wind,39.0,0.48,0.0
2016-06-01,Sea Level Pressure,30.08,29.83,29.49
2016-07-01,Max Temperature,95.0,89.42,75.0
2016-07-01,Avg Temperature,85.04,80.63,69.27
2016-07-01,Min Temperature,75.0,70.74,61.0
2016-07-01,Dew Point,75.0,59.08,43.0
2016-07-01,Precipitation,0.0,0.0,0.0
2016-07-01,Snowdepth,0.0,0.0,0.0
2016-07-01,Wind,36.0,7.79,0.0
2016-07-01,Gust Wind,51.0,1.25,0.0
2016-07-01,Sea Level Pressure,30.02,29.86,29.6
2016-08-01,Max Temperature,91.0,86.26,81.0
2016-08-01,Avg Temperature,81.71,77.62,72.54
2016-08-01,Min Temperature,75.0,68.71,61.0
2016-08-01,Dew Point,70.0,57.63,37.0
2016-08-01,Precipitation,0.0,0.0,0.0
2016-08-01,Snowdepth,0.0,0.0,0.0
2016-08-01,Wind,41.0,7.95,0.0
2016-08-01,Gust Wind,64.0,1.56,0.0
2016-08-01,Sea Level Pressure,30.1,29.91,29.72
2016-09-01,Max Temperature,90.0,80.33,72.0
2016-09-01,Avg Temperature,80.42,71.83,65.19
2016-09-01,Min Temperature,73.0,63.7,55.0
2016-09-01,Dew Point,70.0,54.03,37.0
2016-09-01,Precipitation,0.0,0.0,0.0
2016-09-01,Snowdepth,0.0,0.0,0.0
2016-09-01,Wind,22.0,6.71,0.0
2016-09-01,Gust Wind,33.0,0.23,0.0
2016-09-01,Sea Level Pressure,30.28,29.94,29.6
2016-10-01,Max Temperature,75.0,68.45,55.0
2016-10-01,Avg Temperature,69.27,61.27,52.67
2016-10-01,Min Temperature,61.0,54.26,46.0
2016-10-01,Dew Point,64.0,47.24,19.0
2016-10-01,Precipitation,0.0,0.0,0.0
2016-10-01,Snowdepth,0.0,0.0,0.0
2016-10-01,Wind,26.0,7.39,0.0
2016-10-01,Gust Wind,37.0,0.74,0.0
2016-10-01,Sea Level Pressure,30.28,29.99,29.63
2016-11-01,Max Temperature,68.0,60.83,45.0
2016-11-01,Avg Temperature,66.54,55.16,39.23
2016-11-01,Min Temperature,64.0,49.17,36.0
2016-11-01,Dew Point,61.0,43.13,9.0
2016-11-01,Precipitation,0.0,0.0,0.0
2016-11-01,Snowdepth,0.0,0.0,0.0
2016-11-01,Wind,35.0,8.01,0.0
2016-11-01,Gust Wind,51.0,1.29,0.0
2016-11-01,Sea Level Pressure,30.37,29.98,29.49
2016-12-01,Max Temperature,63.0,56.32,46.0
2016-12-01,Avg Temperature,52.17,47.85,40.35
2016-12-01,Min Temperature,46.0,38.81,0.0
2016-12-01,Dew Point,48.0,29.87,-2.0
2016-12-01,Precipitation,0.0,0.0,0.0
2016-12-01,Snowdepth,0.0,0.0,0.0
2016-12-01,Wind,24.0,5.74,0.0
2016-12-01,Gust Wind,36.0,0.56,0.0
2016-12-01,Sea Level Pressure,30.55,30.25,0.0
2017-01-01,Max Temperature,57.0,47.32,28.0
2017-01-01,Avg Temperature,48.9,39.92,23.04
2017-01-01,Min Temperature,41.0,32.84,19.0
2017-01-01,Dew Point,48.0,21.69,-13.0
2017-01-01,Precipitation,0.0,0.0,0.0
2017-01-01,Snowdepth,0.0,0.0,0.0
2017-01-01,Wind,37.0,8.95,0.0
2017-01-01,Gust Wind,55.0,2.79,0.0
2017-01-01,Sea Level Pressure,30.37,30.03,29.4
2017-02-01,Max Temperature,63.0,56.5,50.0
2017-02-01,Avg Temperature,57.46,50.28,44.98
2017-02-01,Min Temperature,54.0,44.14,36.0
2017-02-01,Dew Point,54.0,39.92,16.0
2017-02-01,Precipitation,0.0,0.0,0.0
2017-02-01,Snowdepth,0.0,0.0,0.0
2017-02-01,Wind,28.0,6.31,0.0
2017-02-01,Gust Wind,43.0,0.2,0.0
2017-02-01,Sea Level Pressure,30.46,30.03,29.37
2017-03-01,Max Temperature,77.0,63.58,55.0
2017-03-01,Avg Temperature,67.94,55.55,48.92
2017-03-01,Min Temperature,57.0,46.87,37.0
2017-03-01,Dew Point,55.0,39.25,21.0
2017-03-01,Precipitation,0.0,0.0,0.0
2017-03-01,Snowdepth,0.0,0.0,0.0
2017-03-01,Wind,35.0,7.7,0.0
2017-03-01,Gust Wind,49.0,1.15,0.0
2017-03-01,Sea Level Pressure,30.25,29.92,0.0
2017-04-01,Max Temperature,72.0,64.83,54.0
2017-04-01,Avg Temperature,63.75,57.22,46.88
2017-04-01,Min Temperature,61.0,49.53,39.0
2017-04-01,Dew Point,57.0,42.25,18.0
2017-04-01,Precipitation,0.0,0.0,0.0
2017-04-01,Snowdepth,0.0,0.0,0.0
2017-04-01,Wind,26.0,8.16,0.0
2017-04-01,Gust Wind,40.0,0.94,0.0
2017-04-01,Sea Level Pressure,30.25,29.94,29.6
2017-05-01,Max Temperature,82.0,75.13,68.0
2017-05-01,Avg Temperature,74.73,67.01,59.04
2017-05-01,Min Temperature,68.0,58.42,48.0
2017-05-01,Dew Point,61.0,50.3,32.0
2017-05-01,Precipitation,0.0,0.0,0.0
2017-05-01,Snowdepth,0.0,0.0,0.0
2017-05-01,Wind,22.0,7.25,0.0
2017-05-01,Gust Wind,35.0,0.32,0.0
2017-05-01,Sea Level Pressure,30.13,29.91,29.63
2017-06-01,Max Temperature,93.0,84.93,77.0
2017-06-01,Avg Temperature,83.04,76.89,71.29
2017-06-01,Min Temperature,77.0,67.77,63.0
2017-06-01,Dew Point,72.0,57.68,41.0
2017-06-01,Precipitation,0.0,0.0,0.0
2017-06-01,Snowdepth,0.0,0.0,0.0
2017-06-01,Wind,22.0,7.04,0.0
2017-06-01,Gust Wind,38.0,0.43,0.0
2017-06-01,Sea Level Pressure,30.05,29.87,29.52
2017-07-01,Max Temperature,97.0,89.61,81.0
2017-07-01,Avg Temperature,87.21,80.5,74.9
2017-07-01,Min Temperature,77.0,70.35,66.0
2017-07-01,Dew Point,72.0,56.26,39.0
2017-07-01,Precipitation,0.0,0.0,0.0
2017-07-01,Snowdepth,0.0,0.0,0.0
2017-07-01,Wind,28.0,8.08,0.0
2017-07-01,Gust Wind,43.0,0.83,0.0
2017-07-01,Sea Level Pressure,30.05,29.84,29.49
2017-08-01,Max Temperature,102.0,92.13,81.0
2017-08-01,Avg Temperature,90.46,82.85,74.27
2017-08-01,Min Temperature,81.0,72.42,63.0
2017-08-01,Dew Point,77.0,56.03,36.0
2017-08-01,Precipitation,0.0,0.0,0.0
2017-08-01,Snowdepth,0.0,0.0,0.0
2017-08-01,Wind,28.0,7.45,0.0
2017-08-01,Gust Wind,39.0,0.51,0.0
2017-08-01,Sea Level Pressure,30.05,29.87,29.72
2017-09-01,Max Temperature,93.0,76.73,63.0
2017-09-01,Avg Temperature,76.19,68.98,59.71
2017-09-01,Min Temperature,68.0,61.1,52.0
2017-09-01,Dew Point,70.0,54.7,36.0
2017-09-01,Precipitation,0.0,0.0,0.0
2017-09-01,Snowdepth,0.0,0.0,0.0
2017-09-01,Wind,28.0,7.53,0.0
2017-09-01,Gust Wind,45.0,0.56,0.0
2017-09-01,Sea Level Pressure,30.13,29.88,29.37
2017-10-01,Max Temperature,77.0,70.13,59.0
2017-10-01,Avg Temperature,67.23,61.9,52.92
2017-10-01,Min Temperature,61.0,53.84,46.0
2017-10-01,Dew Point,63.0,48.14,23.0
2017-10-01,Precipitation,0.0,0.0,0.0
2017-10-01,Snowdepth,0.0,0.0,0.0
2017-10-01,Wind,35.0,6.47,0.0
2017-10-01,Gust Wind,52.0,1.86,0.0
2017-10-01,Sea Level Pressure,30.25,30.02,29.57
2017-11-01,Max Temperature,66.0,59.97,50.0
2017-11-01,Avg Temperature,59.44,53.62,42.27
2017-11-01,Min Temperature,55.0,47.07,36.0
2017-11-01,Dew Point,57.0,42.31,18.0
2017-11-01,Precipitation,0.0,0.0,0.0
2017-11-01,Snowdepth,0.0,0.0,0.0
2017-11-01,Wind,29.0,7.87,0.0
2017-11-01,Gust Wind,39.0,1.7,0.0
2017-11-01,Sea Level Pressure,30.19,29.9,29.31
2017-12-01,Max Temperature,63.0,54.55,45.0
2017-12-01,Avg Temperature,60.25,47.98,38.85
2017-12-01,Min Temperature,59.0,41.35,34.0
2017-12-01,Dew Point,54.0,34.12,12.0
2017-12-01,Precipitation,0.0,0.0,0.0
2017-12-01,Snowdepth,0.0,0.0,0.0
2017-12-01,Wind,26.0,8.39,0.0
2017-12-01,Gust Wind,40.0,1.03,0.0
2017-12-01,Sea Level Pressure,30.43,29.97,29.16
2018-01-01,Max Temperature,61.0,55.52,50.0
2018-01-01,Avg Temperature,58.79,49.63,43.52
2018-01-01,Min Temperature,57.0,43.97,36.0
2018-01-01,Dew Point,54.0,38.99,14.0
2018-01-01,Precipitation,0.0,0.0,0.0
2018-01-01,Snowdepth,0.0,0.0,0.0
2018-01-01,Wind,25.0,7.3,0.0
2018-01-01,Gust Wind,39.0,0.49,0.0
2018-01-01,Sea Level Pressure,30.46,29.99,29.34
2018-02-01,Max Temperature,61.0,51.18,34.0
2018-02-01,Avg Temperature,56.69,44.79,28.06
2018-02-01,Min Temperature,54.0,38.71,19.0
2018-02-01,Dew Point,54.0,32.93,0.0
2018-02-01,Precipitation,0.0,0.0,0.0
2018-02-01,Snowdepth,0.0,0.0,0.0
2018-02-01,Wind,26.0,9.25,0.0
2018-02-01,Gust Wind,40.0,1.0,0.0
2018-02-01,Sea Level Pressure,30.16,29.77,29.34
2018-03-01,Max Temperature,64.0,56.84,45.0
2018-03-01,Avg Temperature,58.0,50.79,37.81
2018-03-01,Min Temperature,55.0,44.19,28.0
2018-03-01,Dew Point,55.0,41.79,7.0
2018-03-01,Precipitation,0.0,0.0,0.0
2018-03-01,Snowdepth,0.0,0.0,0.0
2018-03-01,Wind,31.0,8.35,0.0
2018-03-01,Gust Wind,47.0,1.88,0.0
2018-03-01,Sea Level Pressure,30.05,29.63,29.19
2018-04-01,Max Temperature,82.0,71.07,55.0
2018-04-01,Avg Temperature,72.48,62.68,48.44
2018-04-01,Min Temperature,63.0,54.0,41.0
2018-04-01,Dew Point,61.0,48.4,27.0
2018-04-01,Precipitation,0.0,0.0,0.0
2018-04-01,Snowdepth,0.0,0.0,0.0
2018-04-01,Wind,22.0,6.07,0.0
2018-04-01,Gust Wind,31.0,0.13,0.0
2018-04-01,Sea Level Pressure,30.19,29.9,29.4
2018-05-01,Max Temperature,88.0,78.9,68.0
2018-05-01,Avg Temperature,77.81,70.74,58.44
2018-05-01,Min Temperature,70.0,62.13,52.0
2018-05-01,Dew Point,68.0,57.12,43.0
2018-05-01,Precipitation,0.0,0.0,0.0
2018-05-01,Snowdepth,0.0,0.0,0.0
2018-05-01,Wind,30.0,6.38,0.0
2018-05-01,Gust Wind,41.0,0.19,0.0
2018-05-01,Sea Level Pressure,29.99,29.82,29.49
2018-06-01,Max Temperature,93.0,83.63,75.0
2018-06-01,Avg Temperature,80.46,75.74,70.13
2018-06-01,Min Temperature,73.0,67.13,59.0
2018-06-01,Dew Point,70.0,57.8,36.0
2018-06-01,Precipitation,0.0,0.0,0.0
2018-06-01,Snowdepth,0.0,0.0,0.0
2018-06-01,Wind,22.0,8.27,0.0
2018-06-01,Gust Wind,35.0,0.57,0.0
2018-06-01,Sea Level Pressure,30.02,29.79,29.54
2018-07-01,Max Temperature,95.0,88.26,81.0
2018-07-01,Avg Temperature,87.69,79.77,74.58
2018-07-01,Min Temperature,81.0,70.87,66.0
2018-07-01,Dew Point,73.0,59.91,39.0
2018-07-01,Precipitation,0.0,0.0,0.0
2018-07-01,Snowdepth,0.0,0.0,0.0
2018-07-01,Wind,31.0,7.21,0.0
2018-07-01,Gust Wind,45.0,0.12,0.0
2018-07-01,Sea Level Pressure,29.96,29.8,29.63
2018-08-01,Max Temperature,97.0,90.23,84.0
2018-08-01,Avg Temperature,85.67,81.59,74.7
2018-08-01,Min Temperature,77.0,72.32,64.0
2018-08-01,Dew Point,75.0,61.99,52.0
2018-08-01,Precipitation,0.0,0.0,0.0
2018-08-01,Snowdepth,0.0,0.0,0.0
2018-08-01,Wind,26.0,6.46,0.0
2018-08-01,Gust Wind,37.0,0.12,0.0
2018-08-01,Sea Level Pressure,29.99,29.84,29.54
2018-09-01,Max Temperature,90.0,82.2,68.0
2018-09-01,Avg Temperature,78.58,73.46,60.79
2018-09-01,Min Temperature,72.0,65.03,52.0
2018-09-01,Dew Point,72.0,55.12,23.0
2018-09-01,Precipitation,0.0,0.0,0.0
2018-09-01,Snowdepth,0.0,0.0,0.0
2018-09-01,Wind,36.0,7.39,0.0
2018-09-01,Gust Wind,51.0,1.32,0.0
2018-09-01,Sea Level Pressure,30.46,29.98,29.75
2018-10-01,Max Temperature,79.0,73.71,66.0
2018-10-01,Avg Temperature,70.77,66.01,58.73
2018-10-01,Min Temperature,66.0,58.87,50.0
2018-10-01,Dew Point,66.0,51.48,34.0
2018-10-01,Precipitation,0.0,0.0,0.0
2018-10-01,Snowdepth,0.0,0.0,0.0
2018-10-01,Wind,26.0,7.1,0.0
2018-10-01,Gust Wind,48.0,1.07,0.0
2018-10-01,Sea Level Pressure,30.16,29.96,29.6
2018-11-01,Max Temperature,73.0,64.03,50.0
2018-11-01,Avg Temperature,67.81,57.94,43.56
2018-11-01,Min Temperature,63.0,52.4,37.0
2018-11-01,Dew Point,64.0,46.73,19.0
2018-11-01,Precipitation,0.0,0.0,0.0
2018-11-01,Snowdepth,0.0,0.0,0.0
2018-11-01,Wind,25.0,7.42,0.0
2018-11-01,Gust Wind,39.0,0.9,0.0
2018-11-01,Sea Level Pressure,30.28,29.96,29.4
2018-12-01,Max Temperature,61.0,53.9,46.0
2018-12-01,Avg Temperature,54.48,47.89,38.6
2018-12-01,Min Temperature,52.0,41.48,32.0
2018-12-01,Dew Point,54.0,34.78,12.0
2018-12-01,Precipitation,0.0,0.0,0.0
2018-12-01,Snowdepth,0.0,0.0,0.0
2018-12-01,Wind,25.0,6.42,0.0
2018-12-01,Gust Wind,40.0,0.38,0.0
2018-12-01,Sea Level Pressure,30.37,30.04,29.63
2019-01-01,Max Temperature,57.0,49.45,39.0
2019-01-01,Avg Temperature,52.71,43.66,33.06
2019-01-01,Min Temperature,45.0,37.61,28.0
2019-01-01,Dew Point,50.0,30.23,7.0
2019-01-01,Precipitation,0.0,0.0,0.0
2019-01-01,Snowdepth,0.0,0.0,0.0
2019-01-01,Wind,36.0,9.24,0.0
2019-01-01,Gust Wind,55.0,2.51,0.0
2019-01-01,Sea Level Pressure,30.28,29.78,29.25
2019-02-01,Max Temperature,66.0,57.25,46.0
2019-02-01,Avg Temperature,57.02,49.59,38.04
2019-02-01,Min Temperature,55.0,41.86,30.0
2019-02-01,Dew Point,54.0,31.98,0.0
2019-02-01,Precipitation,0.0,0.0,0.0
2019-02-01,Snowdepth,0.0,0.0,0.0
2019-02-01,Wind,54.0,9.26,0.0
2019-02-01,Gust Wind,69.0,3.38,0.0
2019-02-01,Sea Level Pressure,30.46,30.08,29.46
2019-03-01,Max Temperature,72.0,62.16,55.0
2019-03-01,Avg Temperature,60.4,54.9,47.42
2019-03-01,Min Temperature,55.0,46.77,37.0
2019-03-01,Dew Point,54.0,38.38,10.0
2019-03-01,Precipitation,0.0,0.0,0.0
2019-03-01,Snowdepth,0.0,0.0,0.0
2019-03-01,Wind,35.0,8.29,0.0
2019-03-01,Gust Wind,53.0,2.24,0.0
2019-03-01,Sea Level Pressure,30.28,29.98,29.66
2019-04-01,Max Temperature,75.0,65.9,57.0
2019-04-01,Avg Temperature,67.63,59.39,53.75
2019-04-01,Min Temperature,61.0,52.53,45.0
2019-04-01,Dew Point,57.0,45.25,25.0
2019-04-01,Precipitation,0.0,0.0,0.0
2019-04-01,Snowdepth,0.0,0.0,0.0
2019-04-01,Wind,22.0,7.72,0.0
2019-04-01,Gust Wind,36.0,0.53,0.0
2019-04-01,Sea Level Pressure,30.28,29.83,29.46
2019-05-01,Max Temperature,75.0,67.16,59.0
2019-05-01,Avg Temperature,68.48,60.78,52.29
2019-05-01,Min Temperature,61.0,54.03,46.0
2019-05-01,Dew Point,63.0,50.29,28.0
2019-05-01,Precipitation,0.0,0.0,0.0
2019-05-01,Snowdepth,0.0,0.0,0.0
2019-05-01,Wind,29.0,7.71,0.0
2019-05-01,Gust Wind,38.0,0.62,0.0
2019-05-01,Sea Level Pressure,30.08,29.79,29.37
2019-06-01,Max Temperature,97.0,86.37,66.0
2019-06-01,Avg Temperature,87.56,77.8,62.77
2019-06-01,Min Temperature,77.0,68.03,55.0
2019-06-01,Dew Point,70.0,60.56,39.0
2019-06-01,Precipitation,0.0,0.0,0.0
2019-06-01,Snowdepth,0.0,0.0,0.0
2019-06-01,Wind,20.0,6.2,0.0
2019-06-01,Gust Wind,31.0,0.06,0.0
2019-06-01,Sea Level Pressure,30.08,29.88,29.72
2019-07-01,Max Temperature,97.0,87.58,79.0
2019-07-01,Avg Temperature,86.25,79.31,71.52
2019-07-01,Min Temperature,79.0,70.03,66.0
2019-07-01,Dew Point,75.0,59.89,41.0
2019-07-01,Precipitation,0.0,0.0,0.0
2019-07-01,Snowdepth,0.0,0.0,0.0
2019-07-01,Wind,31.0,7.15,0.0
2019-07-01,Gust Wind,51.0,0.34,0.0
2019-07-01,Sea Level Pressure,30.02,29.8,29.34
2019-08-01,Max Temperature,100.0,90.87,84.0
2019-08-01,Avg Temperature,87.67,81.81,76.48
2019-08-01,Min Temperature,79.0,71.71,66.0
2019-08-01,Dew Point,75.0,60.21,41.0
2019-08-01,Precipitation,0.0,0.0,0.0
2019-08-01,Snowdepth,0.0,0.0,0.0
2019-08-01,Wind,35.0,6.02,0.0
2019-08-01,Gust Wind,64.0,0.15,0.0
2019-08-01,Sea Level Pressure,30.02,29.87,29.63
2019-09-01,Max Temperature,90.0,80.07,73.0
2019-09-01,Avg Temperature,81.48,72.49,64.73
2019-09-01,Min Temperature,73.0,64.43,54.0
2019-09-01,Dew Point,72.0,55.74,25.0
2019-09-01,Precipitation,0.0,0.0,0.0
2019-09-01,Snowdepth,0.0,0.0,0.0
2019-09-01,Wind,29.0,6.27,0.0
2019-09-01,Gust Wind,40.0,0.21,0.0
2019-09-01,Sea Level Pressure,30.28,29.93,29.72
2019-10-01,Max Temperature,79.0,73.39,66.0
2019-10-01,Avg Temperature,70.15,64.88,60.02
2019-10-01,Min Temperature,63.0,56.71,52.0
2019-10-01,Dew Point,66.0,52.54,30.0
2019-10-01,Precipitation,0.0,0.0,0.0
2019-10-01,Snowdepth,0.0,0.0,0.0
2019-10-01,Wind,25.0,5.74,0.0
2019-10-01,Gust Wind,37.0,0.26,0.0
2019-10-01,Sea Level Pressure,30.16,29.96,29.57
2019-11-01,Max Temperature,72.0,65.5,59.0
2019-11-01,Avg Temperature,69.17,60.34,52.48
2019-11-01,Min Temperature,64.0,54.57,46.0
2019-11-01,Dew Point,63.0,51.69,28.0
2019-11-01,Precipitation,0.0,0.0,0.0
2019-11-01,Snowdepth,0.0,0.0,0.0
2019-11-01,Wind,28.0,9.06,0.0
2019-11-01,Gust Wind,43.0,1.99,0.0
2019-11-01,Sea Level Pressure,30.1,29.72,29.28
2019-12-01,Max Temperature,64.0,57.39,46.0
2019-12-01,Avg Temperature,62.79,51.65,40.04
2019-12-01,Min Temperature,61.0,45.52,32.0
2019-12-01,Dew Point,57.0,38.62,12.0
2019-12-01,Precipitation,0.0,0.0,0.0
2019-12-01,Snowdepth,0.0,0.0,0.0
2019-12-01,Wind,33.0,9.01,0.0
2019-12-01,Gust Wind,49.0,1.94,0.0
2019-12-01,Sea Level Pressure,30.46,29.93,28.93
2020-01-01,Max Temperature,61.0,55.94,48.0
2020-01-01,Avg Temperature,54.33,48.12,39.29
2020-01-01,Min Temperature,52.0,40.42,34.0
2020-01-01,Dew Point,50.0,32.68,1.0
2020-01-01,Precipitation,0.0,0.0,0.0
2020-01-01,Snowdepth,0.0,0.0,0.0
2020-01-01,Wind,29.0,6.32,0.0
2020-01-01,Gust Wind,40.0,0.4,0.0
2020-01-01,Sea Level Pressure,30.66,30.2,29.69
2020-02-01,Max Temperature,66.0,58.34,48.0
2020-02-01,Avg Temperature,55.96,51.04,43.71
2020-02-01,Min Temperature,52.0,43.0,36.0
2020-02-01,Dew Point,52.0,35.3,1.0
2020-02-01,Precipitation,0.0,0.0,0.0
2020-02-01,Snowdepth,0.0,0.0,0.0
2020-02-01,Wind,31.0,7.27,0.0
2020-02-01,Gust Wind,48.0,1.83,0.0
2020-02-01,Sea Level Pressure,30.43,30.02,29.37
2020-03-01,Max Temperature,72.0,60.9,46.0
2020-03-01,Avg Temperature,59.27,52.94,40.88
2020-03-01,Min Temperature,54.0,45.16,34.0
2020-03-01,Dew Point,54.0,35.25,9.0
2020-03-01,Precipitation,0.0,0.0,0.0
2020-03-01,Snowdepth,0.0,0.0,0.0
2020-03-01,Wind,32.0,8.86,0.0
2020-03-01,Gust Wind,48.0,1.72,0.0
2020-03-01,Sea Level Pressure,30.37,29.9,29.4
2020-04-01,Max Temperature,75.0,67.57,54.0
2020-04-01,Avg Temperature,66.98,59.41,46.02
2020-04-01,Min Temperature,61.0,50.5,37.0
2020-04-01,Dew Point,57.0,37.34,7.0
2020-04-01,Precipitation,0.0,0.0,0.0
2020-04-01,Snowdepth,0.0,0.0,0.0
2020-04-01,Wind,33.0,7.8,0.0
2020-04-01,Gust Wind,46.0,1.54,0.0
2020-04-01,Sea Level Pressure,30.25,29.93,29.69
2020-05-01,Max Temperature,84.0,74.06,64.0
2020-05-01,Avg Temperature,73.04,66.36,60.79
2020-05-01,Min Temperature,70.0,56.71,0.0
2020-05-01,Dew Point,64.0,46.27,0.0
2020-05-01,Precipitation,0.0,0.0,0.0
2020-05-01,Snowdepth,0.0,0.0,0.0
2020-05-01,Wind,36.0,8.23,0.0
2020-05-01,Gust Wind,49.0,1.29,0.0
2020-05-01,Sea Level Pressure,30.22,29.92,29.63
2020-06-01,Max Temperature,93.0,79.8,73.0
2020-06-01,Avg Temperature,81.35,72.1,66.85
2020-06-01,Min Temperature,75.0,63.87,59.0
2020-06-01,Dew Point,66.0,55.72,0.0
2020-06-01,Precipitation,0.0,0.0,0.0
2020-06-01,Snowdepth,0.0,0.0,0.0
2020-06-01,Wind,28.0,7.69,0.0
2020-06-01,Gust Wind,47.0,0.56,0.0
2020-06-01,Sea Level Pressure,30.02,29.8,29.49
2020-07-01,Max Temperature,100.0,88.13,77.0
2020-07-01,Avg Temperature,84.35,78.55,69.6
2020-07-01,Min Temperature,75.0,68.42,61.0
2020-07-01,Dew Point,72.0,56.62,39.0
2020-07-01,Precipitation,0.0,0.0,0.0
2020-07-01,Snowdepth,0.0,0.0,0.0
2020-07-01,Wind,38.0,7.73,0.0
2020-07-01,Gust Wind,53.0,0.5,0.0
2020-07-01,Sea Level Pressure,29.99,29.84,29.6
2020-08-01,Max Temperature,97.0,89.9,82.0
2020-08-01,Avg Temperature,86.58,81.26,74.9
2020-08-01,Min Temperature,77.0,71.77,66.0
2020-08-01,Dew Point,73.0,61.37,48.0
2020-08-01,Precipitation,0.0,0.0,0.0
2020-08-01,Snowdepth,0.0,0.0,0.0
2020-08-01,Wind,26.0,7.4,0.0
2020-08-01,Gust Wind,39.0,0.39,0.0
2020-08-01,Sea Level Pressure,29.93,29.78,29.54
2020-09-01,Max Temperature,93.0,82.17,66.0
2020-09-01,Avg Temperature,84.56,74.29,59.23
2020-09-01,Min Temperature,79.0,66.27,52.0
2020-09-01,Dew Point,68.0,56.18,43.0
2020-09-01,Precipitation,0.0,0.0,0.0
2020-09-01,Snowdepth,0.0,0.0,0.0
2020-09-01,Wind,25.0,7.35,0.0
2020-09-01,Gust Wind,37.0,0.38,0.0
2020-09-01,Sea Level Pressure,30.16,29.87,29.28
2020-10-01,Max Temperature,77.0,68.32,57.0
2020-10-01,Avg Temperature,73.46,62.02,55.96
2020-10-01,Min Temperature,72.0,55.16,48.0
2020-10-01,Dew Point,68.0,51.27,36.0
2020-10-01,Precipitation,0.0,0.0,0.0
2020-10-01,Snowdepth,0.0,0.0,0.0
2020-10-01,Wind,23.0,6.99,0.0
2020-10-01,Gust Wind,33.0,0.28,0.0
2020-10-01,Sea Level Pressure,30.22,29.9,29.54
2020-11-01,Max Temperature,72.0,62.67,52.0
2020-11-01,Avg Temperature,63.21,55.52,47.31
2020-11-01,Min Temperature,55.0,48.53,41.0
2020-11-01,Dew Point,59.0,43.32,10.0
2020-11-01,Precipitation,0.0,0.0,0.0
2020-11-01,Snowdepth,0.0,0.0,0.0
2020-11-01,Wind,39.0,6.43,0.0
2020-11-01,Gust Wind,58.0,1.94,0.0
2020-11-01,Sea Level Pressure,30.34,30.13,29.84
2020-12-01,Max Temperature,64.0,57.77,50.0
2020-12-01,Avg Temperature,60.63,51.32,44.96
